RISE				SET				DIFF
2014-03-13 06:46:16 +0100	2014-03-13 18:20:37 +0100	11:34:21
2014-03-14 06:43:19 +0100	2014-03-14 18:23:01 +0100	11:39:42
2014-03-15 06:40:23 +0100	2014-03-15 18:25:25 +0100	11:45:02
2014-03-16 06:37:26 +0100	2014-03-16 18:27:48 +0100	11:50:22
2014-03-17 06:34:29 +0100	2014-03-17 18:30:11 +0100	11:55:42
2014-03-18 06:31:31 +0100	2014-03-18 18:32:34 +0100	12:01:03
2014-03-19 06:28:34 +0100	2014-03-19 18:34:57 +0100	12:06:23
2014-03-20 06:25:36 +0100	2014-03-20 18:37:20 +0100	12:11:44
2014-03-21 06:22:38 +0100	2014-03-21 18:39:43 +0100	12:17:05
2014-03-22 06:19:40 +0100	2014-03-22 18:42:05 +0100	12:22:25
2014-03-23 06:16:42 +0100	2014-03-23 18:44:28 +0100	12:27:46
2014-03-24 06:13:44 +0100	2014-03-24 18:46:50 +0100	12:33:06
2014-03-25 06:10:46 +0100	2014-03-25 18:49:13 +0100	12:38:27
2014-03-26 06:07:48 +0100	2014-03-26 18:51:35 +0100	12:43:47
2014-03-27 06:04:51 +0100	2014-03-27 18:53:57 +0100	12:49:06
2014-03-28 06:01:53 +0100	2014-03-28 18:56:20 +0100	12:54:27
2014-03-29 05:58:55 +0100	2014-03-29 18:58:42 +0100	12:59:47
2014-03-30 06:55:57 +0200	2014-03-30 20:01:04 +0200	13:05:07
2014-03-31 06:53:00 +0200	2014-03-31 20:03:27 +0200	13:10:27
2014-04-01 06:50:02 +0200	2014-04-01 20:05:49 +0200	13:15:47
2014-04-02 06:47:05 +0200	2014-04-02 20:08:12 +0200	13:21:07
2014-04-03 06:44:08 +0200	2014-04-03 20:10:34 +0200	13:26:26
2014-04-04 06:41:11 +0200	2014-04-04 20:12:57 +0200	13:31:46
2014-04-05 06:38:15 +0200	2014-04-05 20:15:19 +0200	13:37:04
2014-04-06 06:35:18 +0200	2014-04-06 20:17:42 +0200	13:42:24
2014-04-07 06:32:22 +0200	2014-04-07 20:20:04 +0200	13:47:42
2014-04-09 06:26:31 +0200	2014-04-09 20:24:50 +0200	13:58:19
2014-04-10 06:23:36 +0200	2014-04-10 20:27:13 +0200	14:03:37
2014-04-11 06:20:42 +0200	2014-04-11 20:29:36 +0200	14:08:54
2014-04-12 06:17:48 +0200	2014-04-12 20:31:59 +0200	14:14:11
2014-04-13 06:14:54 +0200	2014-04-13 20:34:23 +0200	14:19:29
2014-04-14 06:12:01 +0200	2014-04-14 20:36:46 +0200	14:24:45
2014-04-15 06:09:09 +0200	2014-04-15 20:39:10 +0200	14:30:01
2014-04-16 06:06:16 +0200	2014-04-16 20:41:33 +0200	14:35:17
2014-04-17 06:03:25 +0200	2014-04-17 20:43:57 +0200	14:40:32
2014-04-18 06:00:34 +0200	2014-04-18 20:46:21 +0200	14:45:47
2014-04-19 05:57:44 +0200	2014-04-19 20:48:45 +0200	14:51:01
2014-04-20 05:54:55 +0200	2014-04-20 20:51:09 +0200	14:56:14
2014-04-21 05:52:06 +0200	2014-04-21 20:53:34 +0200	15:01:28
2014-04-22 05:49:18 +0200	2014-04-22 20:55:58 +0200	15:06:40
2014-04-23 05:46:31 +0200	2014-04-23 20:58:23 +0200	15:11:52
2014-04-24 05:43:45 +0200	2014-04-24 21:00:47 +0200	15:17:02
2014-04-25 05:41:00 +0200	2014-04-25 21:03:12 +0200	15:22:12
2014-04-26 05:38:16 +0200	2014-04-26 21:05:37 +0200	15:27:21
2014-04-27 05:35:32 +0200	2014-04-27 21:08:01 +0200	15:32:29
2014-04-28 05:32:50 +0200	2014-04-28 21:10:26 +0200	15:37:36
2014-04-29 05:30:09 +0200	2014-04-29 21:12:50 +0200	15:42:41
2014-04-30 05:27:29 +0200	2014-04-30 21:15:15 +0200	15:47:46
2014-05-01 05:24:50 +0200	2014-05-01 21:17:39 +0200	15:52:49
2014-05-02 05:22:12 +0200	2014-05-02 21:20:03 +0200	15:57:51
2014-05-03 05:19:36 +0200	2014-05-03 21:22:27 +0200	16:02:51
2014-05-04 05:17:01 +0200	2014-05-04 21:24:50 +0200	16:07:49
2014-05-06 05:11:55 +0200	2014-05-06 21:29:36 +0200	16:17:41
2014-05-06 05:11:55 +0200	2014-05-06 21:29:36 +0200	16:17:41
2014-05-07 05:09:25 +0200	2014-05-07 21:31:58 +0200	16:22:33
2014-05-08 05:06:55 +0200	2014-05-08 21:34:20 +0200	16:27:25
2014-05-09 05:04:28 +0200	2014-05-09 21:36:41 +0200	16:32:13
2014-05-10 05:02:02 +0200	2014-05-10 21:39:01 +0200	16:36:59
2014-05-13 04:54:56 +0200	2014-05-13 21:45:58 +0200	16:51:02
2014-05-14 04:52:38 +0200	2014-05-14 21:48:15 +0200	16:55:37
2014-05-15 04:50:22 +0200	2014-05-15 21:50:31 +0200	17:00:09
2014-05-16 04:48:08 +0200	2014-05-16 21:52:46 +0200	17:04:38
2014-05-17 04:45:56 +0200	2014-05-17 21:55:00 +0200	17:09:04
2014-05-18 04:43:47 +0200	2014-05-18 21:57:12 +0200	17:13:25
2014-05-19 04:41:40 +0200	2014-05-19 21:59:23 +0200	17:17:43
2014-05-20 04:39:36 +0200	2014-05-20 22:01:33 +0200	17:21:57
2014-05-21 04:37:35 +0200	2014-05-21 22:03:41 +0200	17:26:06
2014-05-22 04:35:36 +0200	2014-05-22 22:05:47 +0200	17:30:11
2014-05-24 04:31:47 +0200	2014-05-24 22:09:53 +0200	17:38:06
2014-05-25 04:29:57 +0200	2014-05-25 22:11:53 +0200	17:41:56
